Date,GOLD,USDX
4/18/2011,"1,492.90",75.5
4/19/2011,"1,495.10",75.03
4/20/2011,"1,498.90",74.37
4/21/2011,"1,503.80",74
4/25/2011,"1,509.10",73.99
4/26/2011,"1,503.50",73.84
4/27/2011,"1,517.10",73.52
4/28/2011,"1,531.20",73.12
4/29/2011,"1,556.40",72.93
5/2/2011,"1,557.10",72.95
5/3/2011,"1,540.40",73.14
5/4/2011,"1,515.30",73.03
5/5/2011,"1,481.40",74.19
5/6/2011,"1,491.60",74.84
5/9/2011,"1,503.20",74.74
5/10/2011,"1,516.90",74.61
5/11/2011,"1,501.40",75.33
5/12/2011,"1,506.80",75.24
5/13/2011,"1,493.60",75.76
5/16/2011,"1,490.60",75.47
5/17/2011,"1,480.00",75.4
5/18/2011,"1,495.80",75.47
5/19/2011,"1,492.40",75.12
5/20/2011,"1,508.90",75.44
5/23/2011,"1,515.40",76.1
5/24/2011,"1,523.30",75.88
5/25/2011,"1,526.70",75.93
5/26/2011,"1,522.80",75.55
5/27/2011,"1,537.30",74.95
5/30/2011,"1,536.80",74.96
6/1/2011,"1,543.20",74.68
6/2/2011,"1,532.70",74.33
6/3/2011,"1,542.40",73.78
6/6/2011,"1,547.20",73.95
6/7/2011,"1,544.00",73.52
6/8/2011,"1,538.70",73.93
6/9/2011,"1,542.70",74.19
6/10/2011,"1,529.20",74.8
6/13/2011,"1,515.60",74.51
6/14/2011,"1,524.40",74.33
6/15/2011,"1,526.20",75.6
6/16/2011,"1,529.90",75.75
6/17/2011,"1,539.10",74.99
6/20/2011,"1,542.00",75.03
6/21/2011,"1,546.40",74.54
6/22/2011,"1,553.40",74.78
6/23/2011,"1,520.50",75.45
6/24/2011,"1,500.90",75.67
6/27/2011,"1,496.40",75.39
6/28/2011,"1,500.20",75.06
6/29/2011,"1,510.40",74.69
6/30/2011,"1,502.80",74.3
7/1/2011,"1,482.60",74.35
7/4/2011,"1,512.70",74.28
7/6/2011,"1,529.20",75.12
7/7/2011,"1,530.60",74.96
7/8/2011,"1,541.60",75.18
7/11/2011,"1,549.20",75.99
7/12/2011,"1,562.30",75.81
7/13/2011,"1,585.50",75.21
7/14/2011,"1,589.30",75.25
7/15/2011,"1,590.10",75.13
7/18/2011,"1,602.40",75.48
7/19/2011,"1,601.10",75.22
7/20/2011,"1,596.90",74.79
7/21/2011,"1,587.00",74.02
7/22/2011,"1,601.50",74.2
7/25/2011,"1,612.20",74.06
7/26/2011,"1,616.80",73.47
7/27/2011,"1,615.10",74.09
7/28/2011,"1,616.20",74.22
7/29/2011,"1,631.20",73.9
8/1/2011,"1,621.70",74.26
8/2/2011,"1,644.50",74.51
8/3/2011,"1,666.30",74.04
8/4/2011,"1,659.00",75.12
8/5/2011,"1,651.80",74.6
8/8/2011,"1,713.20",74.79
8/9/2011,"1,743.00",74.61
8/10/2011,"1,784.30",74.64
8/11/2011,"1,751.50",74.68
8/12/2011,"1,742.60",74.61
8/15/2011,"1,758.00",73.84
8/16/2011,"1,785.00",74.01
8/17/2011,"1,793.80",73.67
8/18/2011,"1,822.00",74.24
8/19/2011,"1,852.20",74.01
8/22/2011,"1,891.90",74.07
8/23/2011,"1,861.30",73.89
8/24/2011,"1,757.30",74.01
8/25/2011,"1,763.20",74.28
8/26/2011,"1,797.30",73.81
8/29/2011,"1,791.60",73.72
8/30/2011,"1,829.80",73.95
8/31/2011,"1,831.70",74.12
9/1/2011,"1,829.10",74.48
9/2/2011,"1,876.90",74.76
9/5/2011,"1,873.30",75.11
9/7/2011,"1,817.60",75.47
9/8/2011,"1,857.50",76.25
9/9/2011,"1,859.50",77.19
9/12/2011,"1,813.30",77.58
9/13/2011,"1,830.10",76.92
9/14/2011,"1,826.50",76.83
9/15/2011,"1,781.40",76.24
9/16/2011,"1,814.70",76.6
9/19/2011,"1,778.90",77.15
9/20/2011,"1,809.10",77.02
9/21/2011,"1,808.10",77.34
9/22/2011,"1,741.70",78.45
9/23/2011,"1,639.80",78.5
9/26/2011,"1,594.80",78.36
9/27/2011,"1,652.50",77.51
9/28/2011,"1,618.10",77.85
9/29/2011,"1,617.30",78.03
9/30/2011,"1,622.30",78.55
10/3/2011,"1,657.70",79.43
10/4/2011,"1,616.00",79.6
10/5/2011,"1,641.60",78.92
10/6/2011,"1,653.20",78.63
10/7/2011,"1,635.80",78.73
10/10/2011,"1,670.80",77.49
10/11/2011,"1,661.00",77.58
10/12/2011,"1,682.60",76.99
10/13/2011,"1,668.50",77
10/14/2011,"1,683.00",76.62
10/17/2011,"1,676.60",77.15
10/18/2011,"1,652.80",77.14
10/19/2011,"1,647.00",77.11
10/20/2011,"1,612.90",76.97
10/21/2011,"1,636.10",76.39
10/24/2011,"1,652.30",76.03
10/25/2011,"1,700.40",76.12
10/26/2011,"1,723.50",76.25
10/27/2011,"1,747.70",74.88
10/28/2011,"1,747.20",75.07
10/31/2011,"1,725.20",76.17
11/1/2011,"1,711.80",77.26
11/2/2011,"1,729.60",77.02
11/3/2011,"1,765.10",76.67
11/4/2011,"1,756.10",76.96
11/7/2011,"1,791.10",76.96
11/8/2011,"1,799.20",76.59
11/9/2011,"1,791.60",77.93
11/10/2011,"1,759.60",77.74
11/11/2011,"1,788.10",76.94
11/14/2011,"1,778.40",77.57
11/15/2011,"1,782.20",77.87
11/16/2011,"1,774.30",78.02
11/17/2011,"1,720.20",78.28
11/18/2011,"1,725.10",78.06
11/21/2011,"1,678.60",78.3
11/22/2011,"1,702.40",78.27
11/23/2011,"1,695.90",79.14
11/24/2011,"1,685.70",79.14
11/28/2011,"1,710.80",79.26
11/29/2011,"1,718.90",79.01
11/30/2011,"1,750.30",78.38
12/1/2011,"1,739.80",78.33
12/2/2011,"1,751.30",78.62
12/5/2011,"1,734.50",78.57
12/6/2011,"1,731.80",78.5
12/7/2011,"1,744.80",78.48
12/8/2011,"1,713.40",78.83
12/9/2011,"1,716.80",78.63
12/12/2011,"1,668.20",79.53
12/13/2011,"1,663.10",80.24
12/14/2011,"1,586.90",80.59
12/15/2011,"1,577.20",80.32
12/16/2011,"1,597.90",80.26
12/19/2011,"1,596.70",80.25
12/20/2011,"1,617.60",79.88
12/21/2011,"1,613.60",80.02
12/22/2011,"1,610.60",79.96
12/23/2011,"1,606.00",79.93
12/27/2011,"1,595.50",79.8
12/28/2011,"1,564.10",80.5
12/29/2011,"1,540.90",80.49
12/30/2011,"1,566.80",80.18
1/3/2012,"1,600.50",79.61
1/4/2012,"1,612.70",80.13
1/5/2012,"1,620.10",80.94
1/6/2012,"1,616.80",81.25
1/9/2012,"1,608.10",81.05
1/10/2012,"1,631.50",80.81
1/11/2012,"1,639.60",81.35
1/12/2012,"1,647.70",80.77
1/13/2012,"1,630.80",81.52
1/16/2012,"1,655.60",81.52
1/18/2012,"1,659.90",80.61
1/19/2012,"1,654.50",80.22
1/20/2012,"1,664.00",80.22
1/23/2012,"1,678.30",79.78
1/24/2012,"1,664.50",79.87
1/25/2012,"1,700.10",79.58
1/26/2012,"1,726.70",79.39
1/27/2012,"1,732.20",78.9
1/30/2012,"1,734.40",79.17
1/31/2012,"1,740.40",79.29
2/1/2012,"1,749.50",78.92
2/2/2012,"1,759.30",78.99
2/3/2012,"1,740.30",78.92
2/6/2012,"1,724.90",79.07
2/7/2012,"1,748.40",78.58
2/8/2012,"1,731.30",78.64
2/9/2012,"1,741.20",78.57
2/10/2012,"1,725.30",79.11
2/13/2012,"1,724.90",78.95
2/14/2012,"1,717.70",79.58
2/15/2012,"1,728.10",79.67
2/16/2012,"1,728.40",79.35
2/17/2012,"1,725.90",79.33
2/20/2012,"1,758.50",79.33
2/22/2012,"1,771.30",79.21
2/23/2012,"1,786.30",78.82
2/24/2012,"1,776.40",78.35
2/27/2012,"1,774.90",78.57
2/28/2012,"1,788.40",78.27
2/29/2012,"1,711.30",78.74
3/1/2012,"1,722.20",78.79
3/2/2012,"1,709.80",79.4
3/5/2012,"1,703.90",79.3
3/6/2012,"1,672.10",79.87
3/7/2012,"1,683.90",79.71
3/8/2012,"1,698.70",79.14
3/9/2012,"1,711.50",80.04
3/12/2012,"1,699.80",79.89
3/13/2012,"1,694.20",80.19
3/14/2012,"1,642.90",80.56
3/15/2012,"1,659.50",80.15
3/16/2012,"1,655.80",79.79
3/19/2012,"1,667.30",79.79
3/20/2012,"1,647.00",79.59
3/21/2012,"1,650.30",79.66
3/22/2012,"1,642.50",79.74
3/23/2012,"1,662.40",79.34
3/26/2012,"1,685.60",78.98
3/27/2012,"1,684.90",79.05
3/28/2012,"1,657.90",79.13
3/29/2012,"1,654.90",79.19
3/30/2012,"1,671.90",79
4/2/2012,"1,679.70",78.82
4/3/2012,"1,672.00",79.48
4/4/2012,"1,614.10",79.78
4/5/2012,"1,630.10",80.08
4/9/2012,"1,643.90",79.73
4/10/2012,"1,660.70",79.89
4/11/2012,"1,660.30",79.8
4/12/2012,"1,680.60",79.28
4/13/2012,"1,660.20",79.89
4/16/2012,"1,649.70",79.56
4/17/2012,"1,651.10",79.48
4/18/2012,"1,639.60",79.54
4/19/2012,"1,641.40",79.56
4/20/2012,"1,642.80",79.19
4/23/2012,"1,632.60",79.42
4/24/2012,"1,643.80",79.22
4/25/2012,"1,642.30",79.01
4/26/2012,"1,660.50",78.92
4/27/2012,"1,664.80",78.71
4/30/2012,"1,664.20",78.78
5/1/2012,"1,662.40",78.86
5/2/2012,"1,654.00",79.13
5/3/2012,"1,634.80",79.22
5/4/2012,"1,645.20",79.5
5/7/2012,"1,639.10",79.6
5/8/2012,"1,604.50",79.74
5/9/2012,"1,594.20",80.08
5/10/2012,"1,595.50",80.11
5/11/2012,"1,584.00",80.26
5/14/2012,"1,561.00",80.61
5/15/2012,"1,557.10",81.22
5/16/2012,"1,536.60",81.37
5/17/2012,"1,574.90",81.38
5/18/2012,"1,591.90",81.29
5/21/2012,"1,588.70",81.08
5/22/2012,"1,576.60",81.49
5/23/2012,"1,548.40",82.09
5/24/2012,"1,557.50",82.35
5/25/2012,"1,568.90",82.4
5/28/2012,"1,548.70",82.4
5/30/2012,"1,565.70",83.02
5/31/2012,"1,564.20",83.04
6/1/2012,"1,622.10",82.89
6/4/2012,"1,613.90",82.56
6/5/2012,"1,616.90",82.83
6/6/2012,"1,634.20",82.32
6/7/2012,"1,588.00",82.05
6/8/2012,"1,591.40",82.51
6/11/2012,"1,596.80",82.52
6/12/2012,"1,613.80",82.42
6/13/2012,"1,619.40",82.06
6/14/2012,"1,619.60",81.99
6/15/2012,"1,628.10",81.63
6/18/2012,"1,627.00",81.95
6/19/2012,"1,623.20",81.38
6/20/2012,"1,615.80",81.58
6/21/2012,"1,565.50",82.29
6/22/2012,"1,566.90",82.26
6/25/2012,"1,588.40",82.5
6/26/2012,"1,574.90",82.37
6/27/2012,"1,578.40",82.62
6/28/2012,"1,550.40",82.81
6/29/2012,"1,604.20",81.63
7/2/2012,"1,597.70",81.87
7/3/2012,"1,621.80",81.78
7/4/2012,"1,609.40",81.78
7/6/2012,"1,578.90",83.38
7/9/2012,"1,589.10",83.16
7/10/2012,"1,579.80",83.4
7/11/2012,"1,575.70",83.57
7/12/2012,"1,565.30",83.66
7/13/2012,"1,592.00",83.35
7/16/2012,"1,591.60",83.1
7/17/2012,"1,589.50",83.03
7/18/2012,"1,570.80",83.07
7/19/2012,"1,580.40",82.88
7/20/2012,"1,582.80",83.48
7/23/2012,"1,577.40",83.71
7/24/2012,"1,576.20",84
7/25/2012,"1,608.10",83.52
7/26/2012,"1,615.10",82.81
7/27/2012,"1,618.00",82.71
7/30/2012,"1,624.00",82.79
7/31/2012,"1,614.60",82.64
8/1/2012,"1,607.30",83.06
8/2/2012,"1,590.70",83.36
8/3/2012,"1,609.30",82.38
8/6/2012,"1,616.20",82.27
8/7/2012,"1,612.80",82.21
8/8/2012,"1,616.00",82.39
8/9/2012,"1,620.20",82.64
8/10/2012,"1,622.80",82.55
8/13/2012,"1,612.60",82.44
8/14/2012,"1,602.40",82.48
8/15/2012,"1,606.60",82.64
8/16/2012,"1,619.20",82.36
8/17/2012,"1,619.40",82.6
8/20/2012,"1,623.00",82.46
8/21/2012,"1,642.90",81.91
8/22/2012,"1,640.50",81.49
8/23/2012,"1,672.80",81.36
8/24/2012,"1,672.90",81.59
8/27/2012,"1,675.60",81.66
8/28/2012,"1,669.70",81.37
8/29/2012,"1,663.00",81.55
8/30/2012,"1,657.10",81.69
8/31/2012,"1,687.60",81.21
9/3/2012,"1,696.00",81.21
9/5/2012,"1,694.00",81.23
9/6/2012,"1,705.60",81.04
9/7/2012,"1,740.50",80.25
9/10/2012,"1,731.80",80.25
9/11/2012,"1,734.90",79.86
9/12/2012,"1,733.70",79.74
9/13/2012,"1,772.10",79.26
9/14/2012,"1,772.70",78.85
9/17/2012,"1,770.60",79.01
9/18/2012,"1,771.20",79.25
9/19/2012,"1,771.70",79.06
9/20/2012,"1,770.20",79.41
9/21/2012,"1,778.00",79.33
9/24/2012,"1,764.60",79.52
9/25/2012,"1,766.40",79.55
9/26/2012,"1,753.60",79.89
9/27/2012,"1,780.50",79.55
9/28/2012,"1,773.90",79.94
10/1/2012,"1,783.30",79.82
10/2/2012,"1,775.60",79.74
10/3/2012,"1,779.80",79.97
10/4/2012,"1,796.50",79.35
10/5/2012,"1,780.80",79.34
10/8/2012,"1,775.70",79.54
10/9/2012,"1,765.00",79.95
10/10/2012,"1,765.10",79.92
10/11/2012,"1,770.60",79.78
10/12/2012,"1,759.70",79.67
10/15/2012,"1,737.60",79.74
10/16/2012,"1,746.30",79.41
10/17/2012,"1,753.00",79.02
10/18/2012,"1,744.70",79.37
10/19/2012,"1,724.00",79.62
10/22/2012,"1,726.30",79.65
10/23/2012,"1,709.40",79.98
10/24/2012,"1,701.60",79.91
10/25/2012,"1,713.00",80.04
10/26/2012,"1,711.90",80.07
10/29/2012,"1,708.70",80.23
10/30/2012,"1,712.10",79.93
10/31/2012,"1,719.10",79.92
11/1/2012,"1,715.50",80.05
11/2/2012,"1,675.20",80.59
11/5/2012,"1,683.20",80.75
11/6/2012,"1,715.00",80.61
11/7/2012,"1,714.00",80.76
11/8/2012,"1,726.00",80.79
11/9/2012,"1,730.90",81.03
11/12/2012,"1,730.90",81.03
11/13/2012,"1,724.80",81.08
11/14/2012,"1,730.10",81.06
11/15/2012,"1,713.80",81.08
11/16/2012,"1,714.70",81.26
11/19/2012,"1,734.40",80.87
11/20/2012,"1,723.60",80.96
11/21/2012,"1,728.20",80.93
11/22/2012,"1,751.40",80.93
11/26/2012,"1,749.60",80.25
11/27/2012,"1,742.30",80.4
11/28/2012,"1,716.50",80.34
11/29/2012,"1,729.50",80.2
11/30/2012,"1,712.70",80.15
12/3/2012,"1,721.10",79.88
12/4/2012,"1,695.80",79.64
12/5/2012,"1,693.80",79.77
12/6/2012,"1,701.80",80.26
12/7/2012,"1,705.50",80.41
12/10/2012,"1,714.40",80.33
12/11/2012,"1,709.60",80.06
12/12/2012,"1,717.90",79.81
12/13/2012,"1,696.80",79.93
12/14/2012,"1,697.00",79.58
12/17/2012,"1,698.20",79.57
12/18/2012,"1,670.70",79.36
12/19/2012,"1,667.70",79.27
12/20/2012,"1,645.90",79.26
12/21/2012,"1,660.10",79.62
12/24/2012,"1,659.50",79.64
12/26/2012,"1,660.70",79.62
12/27/2012,"1,663.70",79.62
12/28/2012,"1,655.90",79.68
12/31/2012,"1,675.80",79.77
1/2/2013,"1,688.80",79.84
1/3/2013,"1,674.60",80.38
1/4/2013,"1,648.90",80.5
1/7/2013,"1,646.30",80.26
1/8/2013,"1,662.20",80.34
1/9/2013,"1,655.50",80.56
1/10/2013,"1,678.00",79.74
1/11/2013,"1,660.60",79.56
1/14/2013,"1,669.40",79.49
1/15/2013,"1,683.90",79.78
1/16/2013,"1,683.20",79.8
1/17/2013,"1,690.80",79.65
1/18/2013,"1,687.00",80.04
1/21/2013,"1,693.20",80.04
1/23/2013,"1,686.70",79.92
1/24/2013,"1,669.90",79.95
1/25/2013,"1,656.60",79.75
1/28/2013,"1,652.90",79.75
1/29/2013,"1,660.80",79.56
1/30/2013,"1,681.60",79.28
1/31/2013,"1,662.00",79.21
2/1/2013,"1,670.60",79.21
2/4/2013,"1,676.40",79.55
2/5/2013,"1,673.50",79.49
2/6/2013,"1,678.80",79.72
2/7/2013,"1,671.30",80.19
2/8/2013,"1,666.90",80.21
2/11/2013,"1,649.10",80.31
2/12/2013,"1,649.60",80.11
2/13/2013,"1,645.10",80.09
2/14/2013,"1,635.50",80.46
2/15/2013,"1,609.50",80.58
2/18/2013,"1,604.20",80.58
2/20/2013,"1,578.00",81.07
2/21/2013,"1,578.60",81.46
2/22/2013,"1,572.80",81.46
2/25/2013,"1,586.60",81.67
2/26/2013,"1,615.50",81.87
2/27/2013,"1,595.70",81.6
2/28/2013,"1,578.10",81.95
3/1/2013,"1,572.30",82.28
3/4/2013,"1,572.40",82.19
3/5/2013,"1,574.90",82.09
3/6/2013,"1,574.90",82.46
3/7/2013,"1,575.10",82.08
3/8/2013,"1,576.90",82.72
3/11/2013,"1,578.00",82.57
3/12/2013,"1,591.70",82.58
3/13/2013,"1,588.40",82.89
3/14/2013,"1,590.70",82.61
3/15/2013,"1,592.60",82.13
3/18/2013,"1,604.60",82.69
3/19/2013,"1,611.30",82.99
3/20/2013,"1,607.50",82.78
3/21/2013,"1,613.80",82.74
3/22/2013,"1,606.10",82.53
3/25/2013,"1,604.50",82.83
3/26/2013,"1,595.70",82.88
3/27/2013,"1,607.20",83.22
3/28/2013,"1,595.70",82.99
4/1/2013,"1,600.90",82.73
4/2/2013,"1,575.90",82.92
4/3/2013,"1,553.50",82.72
4/4/2013,"1,552.40",82.68
4/5/2013,"1,575.90",82.5
4/8/2013,"1,572.50",82.75
4/9/2013,"1,586.70",82.31
4/10/2013,"1,558.80",82.53
4/11/2013,"1,564.90",82.25
4/12/2013,"1,501.40",82.13
4/15/2013,"1,361.10",82.42
4/16/2013,"1,387.40",81.75
4/17/2013,"1,382.70",82.68
4/18/2013,"1,392.50",82.56
4/19/2013,"1,395.60",82.71
4/22/2013,"1,421.20",82.68
4/23/2013,"1,408.80",83.05
4/24/2013,"1,423.70",83.05
4/25/2013,"1,462.00",82.74
4/26/2013,"1,453.60",82.47
4/29/2013,"1,467.40",82.15
4/30/2013,"1,472.10",81.75
5/1/2013,"1,446.20",81.48
5/2/2013,"1,467.60",82.22
5/3/2013,"1,464.20",82.1
5/6/2013,"1,468.00",82.31
5/7/2013,"1,448.80",82.25
5/8/2013,"1,473.70",81.9
5/9/2013,"1,468.60",82.79
5/10/2013,"1,436.60",83.14
5/13/2013,"1,434.30",83.28
5/14/2013,"1,424.50",83.59
5/15/2013,"1,396.20",83.83
5/16/2013,"1,386.90",83.59
5/17/2013,"1,364.70",84.25
5/20/2013,"1,384.10",83.74
5/21/2013,"1,377.60",83.86
5/22/2013,"1,367.40",84.35
5/23/2013,"1,391.80",83.8
5/24/2013,"1,386.60",83.7
5/27/2013,"1,378.90",83.7
5/29/2013,"1,391.30",83.66
5/30/2013,"1,412.00",83.04
5/31/2013,"1,393.00",83.26
6/3/2013,"1,411.90",82.66
6/4/2013,"1,397.20",82.77
6/5/2013,"1,398.50",82.59
6/6/2013,"1,415.80",81.54
6/7/2013,"1,383.00",81.67
6/10/2013,"1,386.00",81.65
6/11/2013,"1,377.00",81.11
6/12/2013,"1,392.00",80.95
6/13/2013,"1,377.80",80.75
6/14/2013,"1,387.60",80.62
6/17/2013,"1,383.10",80.79
6/18/2013,"1,366.90",80.61
6/19/2013,"1,374.00",81.43
6/20/2013,"1,286.20",81.92
6/21/2013,"1,292.00",82.41
6/24/2013,"1,277.10",82.42
6/25/2013,"1,275.10",82.58
6/26/2013,"1,229.80",82.98
6/27/2013,"1,211.60",82.9
6/28/2013,"1,223.70",83.14
7/1/2013,"1,255.70",83.05
7/2/2013,"1,243.40",83.54
7/3/2013,"1,251.90",83.23
7/4/2013,"1,212.70",83.23
7/8/2013,"1,234.90",84.19
7/9/2013,"1,245.90",84.58
7/10/2013,"1,247.40",84.04
7/11/2013,"1,279.90",82.75
7/12/2013,"1,277.60",82.99
7/15/2013,"1,283.50",83.04
7/16/2013,"1,290.40",82.5
7/17/2013,"1,277.50",82.71
7/18/2013,"1,284.20",82.82
7/19/2013,"1,292.90",82.62
7/22/2013,"1,336.00",82.22
7/23/2013,"1,334.70",81.94
7/24/2013,"1,319.50",82.29
7/25/2013,"1,328.80",81.97
7/26/2013,"1,321.50",81.66
7/29/2013,"1,328.40",81.66
7/30/2013,"1,324.80",81.83
7/31/2013,"1,313.00",81.45
8/1/2013,"1,311.20",82.34
8/2/2013,"1,310.50",81.91
8/5/2013,"1,302.40",81.88
8/6/2013,"1,282.50",81.6
8/7/2013,"1,285.30",81.29
8/8/2013,"1,309.90",80.98
8/9/2013,"1,312.20",81.13
8/12/2013,"1,334.20",81.33
8/13/2013,"1,320.50",81.77
8/14/2013,"1,333.40",81.71
8/15/2013,"1,360.90",81.18
8/16/2013,"1,371.00",81.26
8/19/2013,"1,365.70",81.23
8/20/2013,"1,372.60",80.91
8/21/2013,"1,370.10",81.21
8/22/2013,"1,370.80",81.49
8/23/2013,"1,395.80",81.36
8/26/2013,"1,393.10",81.41
8/27/2013,"1,420.20",81.17
8/28/2013,"1,418.80",81.43
8/29/2013,"1,412.90",81.95
8/30/2013,"1,396.10",82.09
9/2/2013,"1,412.00",82.09
9/4/2013,"1,390.00",82.17
9/5/2013,"1,373.00",82.63
9/6/2013,"1,386.50",82.15
9/9/2013,"1,386.70",81.79
9/10/2013,"1,364.00",81.82
9/11/2013,"1,363.80",81.52
9/12/2013,"1,330.60",81.49
9/13/2013,"1,308.60",81.45
9/16/2013,"1,317.80",81.3
9/17/2013,"1,309.40",81.14
9/18/2013,"1,307.60",80.24
9/19/2013,"1,369.30",80.37
9/20/2013,"1,332.50",80.43
9/23/2013,"1,327.00",80.45
9/24/2013,"1,316.30",80.56
9/25/2013,"1,336.20",80.33
9/26/2013,"1,324.10",80.52
9/27/2013,"1,339.20",80.29
9/30/2013,"1,327.00",80.22
10/1/2013,"1,286.10",80.14
10/2/2013,"1,320.70",79.9
10/3/2013,"1,317.60",79.75
10/4/2013,"1,309.90",80.13
10/7/2013,"1,325.10",79.94
10/8/2013,"1,324.60",80.06
10/9/2013,"1,307.20",80.38
10/10/2013,"1,296.90",80.42
10/11/2013,"1,268.20",80.41
10/14/2013,"1,276.60",80.26
10/15/2013,"1,273.20",80.48
10/16/2013,"1,282.30",80.47
10/17/2013,"1,323.00",79.65
10/18/2013,"1,314.60",79.65
10/21/2013,"1,315.80",79.69
10/22/2013,"1,342.60",79.23
10/23/2013,"1,334.00",79.26
10/24/2013,"1,350.30",79.19
10/25/2013,"1,352.50",79.19
10/28/2013,"1,352.20",79.25
10/29/2013,"1,345.50",79.61
10/30/2013,"1,349.30",79.78
10/31/2013,"1,323.70",80.19
11/1/2013,"1,313.20",80.72
11/4/2013,"1,314.70",80.55
11/5/2013,"1,308.10",80.71
11/6/2013,"1,317.80",80.48
11/7/2013,"1,308.50",80.84
11/8/2013,"1,284.60",81.3
11/11/2013,"1,281.10",81.09
11/12/2013,"1,271.20",81.19
11/13/2013,"1,268.40",80.93
11/14/2013,"1,286.30",81.02
11/15/2013,"1,287.40",80.85
11/18/2013,"1,272.30",80.83
11/19/2013,"1,273.50",80.7
11/20/2013,"1,258.00",81.11
11/21/2013,"1,243.60",81.07
11/22/2013,"1,244.10",80.71
11/25/2013,"1,241.20",80.92
11/26/2013,"1,241.40",80.61
11/27/2013,"1,237.90",80.72
11/28/2013,"1,250.40",80.72
12/2/2013,"1,221.90",80.92
12/3/2013,"1,220.80",80.92
12/4/2013,"1,247.20",80.62
12/5/2013,"1,231.90",80.23
12/6/2013,"1,229.00",80.31
12/9/2013,"1,234.20",80.13
12/10/2013,"1,261.10",79.97
12/11/2013,"1,257.20",79.89
12/12/2013,"1,224.90",80.21
12/13/2013,"1,234.60",80.21
12/16/2013,"1,244.40",80.07
12/17/2013,"1,230.10",80.06
12/18/2013,"1,235.00",80.11
12/19/2013,"1,193.60",80.63
12/20/2013,"1,203.70",80.58
12/23/2013,"1,197.00",80.45
12/24/2013,"1,203.30",80.45
12/26/2013,"1,212.30",80.48
12/27/2013,"1,214.00",80.39
12/30/2013,"1,203.80",80
12/31/2013,"1,202.30",80.03
1/2/2014,"1,225.20",80.63
1/3/2014,"1,238.60",80.79
1/6/2014,"1,238.00",80.65
1/7/2014,"1,229.60",80.83
1/8/2014,"1,225.50",81.02
1/9/2014,"1,229.40",81
1/10/2014,"1,246.90",80.66
1/13/2014,"1,251.10",80.51
1/14/2014,"1,245.40",80.66
1/15/2014,"1,238.30",81.03
1/16/2014,"1,240.20",80.91
1/17/2014,"1,251.90",81.22
1/20/2014,"1,241.80",81.22
1/22/2014,"1,238.60",81.17
1/23/2014,"1,262.30",80.44
1/24/2014,"1,264.30",80.46
1/27/2014,"1,263.40",80.52
1/28/2014,"1,250.80",80.57
1/29/2014,"1,262.20",80.5
1/30/2014,"1,242.50",81.08
1/31/2014,"1,239.80",81.31
2/3/2014,"1,259.90",81.01
2/4/2014,"1,251.20",81.12
2/5/2014,"1,256.90",81.04
2/6/2014,"1,257.20",80.91
2/7/2014,"1,262.90",80.69
2/10/2014,"1,274.70",80.64
2/11/2014,"1,289.80",80.64
2/12/2014,"1,295.00",80.68
2/13/2014,"1,300.10",80.32
2/14/2014,"1,318.60",80.15
2/17/2014,"1,324.40",80.14
2/19/2014,"1,320.40",80.14
2/20/2014,"1,316.90",80.29
2/21/2014,"1,323.60",80.24
2/24/2014,"1,338.00",80.2
2/25/2014,"1,342.70",80.14
2/26/2014,"1,328.00",80.43
2/27/2014,"1,331.80",80.28
2/28/2014,"1,321.60",79.69
3/3/2014,"1,350.30",80.08
3/4/2014,"1,337.90",80.17
3/5/2014,"1,340.30",80.11
3/6/2014,"1,351.80",79.66
3/7/2014,"1,338.20",79.72
3/10/2014,"1,341.50",79.77
3/11/2014,"1,346.70",79.74
3/12/2014,"1,370.50",79.61
3/13/2014,"1,372.40",79.62
3/14/2014,"1,379.00",79.45
3/17/2014,"1,372.90",79.39
3/18/2014,"1,359.00",79.41
3/19/2014,"1,341.30",80
3/20/2014,"1,330.50",80.19
3/21/2014,"1,336.00",80.11
3/24/2014,"1,311.20",79.93
3/25/2014,"1,311.40",79.94
3/26/2014,"1,303.40",80.03
3/27/2014,"1,294.70",80.11
3/28/2014,"1,294.30",80.18
3/31/2014,"1,283.80",80.1
4/1/2014,"1,280.00",80.09
4/2/2014,"1,290.80",80.22
4/3/2014,"1,284.60",80.47
4/4/2014,"1,303.50",80.42
4/7/2014,"1,298.30",80.23
4/8/2014,"1,309.10",79.75
4/9/2014,"1,305.90",79.48
4/10/2014,"1,320.50",79.38
4/11/2014,"1,319.00",79.45
4/14/2014,"1,327.50",79.73
4/15/2014,"1,300.30",79.8
4/16/2014,"1,303.50",79.8
4/17/2014,"1,293.90",79.83
4/21/2014,"1,288.50",79.94
4/22/2014,"1,281.10",79.91
4/23/2014,"1,284.60",79.86
4/24/2014,"1,290.60",79.8
4/25/2014,"1,300.80",79.75
4/28/2014,"1,299.00",79.68
4/29/2014,"1,296.30",79.81
4/30/2014,"1,295.90",79.47
5/1/2014,"1,283.40",79.53
5/2/2014,"1,302.90",79.52
5/5/2014,"1,309.30",79.49
5/6/2014,"1,308.60",79.09
5/7/2014,"1,288.90",79.2
5/8/2014,"1,287.70",79.36
5/9/2014,"1,287.60",79.9
5/12/2014,"1,295.80",79.9
5/13/2014,"1,294.80",80.14
5/14/2014,"1,305.90",80.07
5/15/2014,"1,293.60",80
5/16/2014,"1,293.40",80.04
5/19/2014,"1,293.80",79.99
